text,target
"Кто вам такую херню сказал про то, что сейчас рынок соискателей? Далеко не во всех сегментах, да и даже в ИТ, перегретом до 2022 года , сейчас все сильно хуже, чем в тот период безумного найма ранее",Negative
"Вызывает сомнения конечно зарплата всё же. Платить малоопытному, хоть автор и считает иначе, такую сумму за знания oidc/oauth, чем очень кичится, достаточно странно",Negative
"Судя по статье, вы занимаетесь осмотрами как любитель. То, что вы делаете, это НЕ экспертиза. Это самая обычная приемка квартир. Строительная экспертиза подразумевает несоизмеримо большее пространство деятельности, нежели то, чем зарабатываете вы.",Negative
Ушла бы . Но на 14648руб. не прожить на лекарства 4500  кварплата 5600 . Не укладываюсь,Negative
"Откуда такая тяга к восклицательным знакам? Такое чувство, будто писала пятиклассница",Neutral
Добрый день! Уточните пожалуйста! Пособие из мат капитала на второго до 3х лет заменяет новое пособие? Или можно оформить два?,Neutral
"Да, в России закончились Черепановы, Кулибины, Поповы, Менделеевы, остались одни спекулянты ""купи-продай подороже""",Negative
"Дама, которая пошла ""в полузаброшенный особняк из любопытства"" - всё так плохо?",Neutral
"""Через некоторое время после официального развода я отправил ей скан заявления о развенчании с моей подписью. Она отнесла его в местную епархию и через год прислала скан ответа — мы развенчаны.""

Автор, вы тут сканы некоторых документов выложили - покажите, пожалуйста, как выглядит ""скан ответа"" о развенчании от епархии.",Neutral
"Оплачивали им детский сад и старшему, и младшему сыну. Очень довольны!",Positive
"В одно окно смотрели двое)))
Была во всех этих городах. С негативом не столкнулась.",Positive
"Очень понравился какао-порошок Van Houten Full-bodied Warm Brown 22/24. Он вмеру жирный и не кислый. 
Сейчас пью какао-напиток Van Houten VH2. В нём шоколадный порошок (59%) (сахар, какао 34%), сухое обезжиренное молоко), из-за этого не очень нравиться. Похоже на Нэсквик.
Всё покупаю на синем маркет-плейсе.",Neutral
"В этом государстве , можно только уши от *** получить, и то если дадут!",Negative
"Купил свой первый проектор wanbo t6 max. Концепция проектора понравилась, сам проектор - шляпа полная, полагаю как и все с мощностью потока около 500 люмен. 
Перешел на Dangbei mars pro. Совсем хорошо. Конечно хуже lg oled но не сильно. 
Говорят xgimi horizon pro еще ничего",Neutral
"Вангую — ответы эксперта многих не порадуют — чтобы что-то существенное поменять нужно приложить оооочень много усилий и 99,999% людей этим заниматься не будет
Подпись: выгоревший активист",Negative
Грюйер от Рогачёва. Маасдам от Никольских сыроварен. Арла натура на каждый день.,Neutral
"Пишут урологи и диетолги, пишут давно но не могут найти здоровья железного лет с 20-ти! Хоть диету ты держи хоть котлеткою греши, всё равно придётся сдохнуть, все болезни хороши! Девоньки не надо сохнуть- лучше жрите от души!",Negative
"Материнки фирменных компов(особенно hp) часто совместимы с ограниченным количеством комплектующих, поэтому менять тут, скорее всего, надо как минимум мать. Но под какие задачи?",Neutral
"Не дай Бог такого мужа как вы. Извините))))
Но после года посматривать на других....жестоко. Сочувствую. Вряд ли вы остановитесь на одной.",Negative
"Если меня когда-нибудь спросят о самой большой истории любви и терпения, я расскажу первую",Positive
"Не Солнечногорск, а Светлогорск, и там сейчас реконструкция на променаде, к морю не подойдёте, идите до театра эстрады Янтарь холл, там на лифте к морю можно спуститься. Возьмите экскурсию съездить на Восток области, область не большая за 7 дней много можно увидеть",Neutral
"Отказано в услуге получение выплаты на ребенка от8 до 17 , я официально трудоустроина с 9.02.2023 года",Neutral
"Спорный рацион. Ладно женщине и детям так питаться, но как эту постную диету терпит муж?",Negative
"Разумный подход и мышление автора мне близко!А по поводу спортинвентаря, Авито вам в помощь)",Positive
"Вывод: все ""за"" или не против, если украшают подъезд аккуратно, стильно и соблюдая чистоту и не требуя за это денег и участия, и ""против"", если это ""колхозно"", особенно в сочетании с неопрятностью подъезда, если за это что-то требуют или в доме живёт быдло, которое все изгадит.",Neutral
"""Занимательная урология"" -  ""Занимательные флаги с Шелдоном Купером"" не такое уж и плохое название для шоу оказалось)",Positive
"Самые сложные игры на ПК и бладборн?
У вас редактор некомпетентен.",Negative
"при структуре портфеля 70% облигации (офз и качественные корпораты, упаси Боже не роснаны и обуви) разных сроков гашения+30% фундаментально недооцененных и с потенциалом роста бизнеса качественных акций (не мечелы-лензолоты) будет рост и 27%",Neutral
Статья уже не актуальна. в апреле 2022 года за ринопластику как за догоростоящее лечение не удалось получить вычет,Negative
"После Лобстера пересмотрел все его фильмы. Что выходит новый - не знал, спасибо",Positive.
"Была на Соловках в прошлом году. Удивилась хорошему отелю и вкусной еде (правда цены московские). Инфраструктура развивается.
Сказочная природа там конечно.",Positive
Я покупаю Фортуна уже много лет и все всегда в порядке. А вот в банке Магуро нашел волос и выкинул(,Neutral
"Ой забыла, ещё вопрос доход считается до уплаты НДФЛ или вместе с НДФЛ",Neutral
"Я удивлена, сама житель Самары, но много путешествую по России, наш город ужасен. Тем более летом, духота и пыль. Если бы ещё писали об отдыхе за пределами города, я бы согласилась с автором. Но в городе... Провинциальный не ухоженный город без зелени в центре, но с претензией...",Negative
"Обратил внимание, что в букинистических магазинах практически никогда не бывает кассовых аппаратов. Это можно понять, ведь торговля идёт штучным товаром, да и ассортимент гигантский (и постоянно меняющийся). Однако, интересно, законно ли это? Может, букинисты как торговцы с лотков освобождены от обязанности иметь кассу?",Neutral
"Божечки, спасибо огромное за статью, еще и каждый пункт подкреплен исследованиями! Вам бы в научном журнале выпускаться, даже представить не могу сколько усилий в неё вложили 🥹
Но всё было не зря, это шедевр! И очень полезно кстати 🔥",Positive
"Беспроводные наушники apple первой серии прослужили мне более 2-х лет без косяков, даже один раз побывали в стиральной машинке на 30 минут, регулярно чистила от ушной серы, но потом я их благополучно потеряла, с проводными тоже никогда не возникало проблем.",Positive
"Здравствуйте. Мой муж ИП, с конца Марта не имеет возможности заработка. Работает сам на себя без сотрудников. Налоги всегда платит. Сейчас мы остались без денег. Может ли он рассчитать на какую-то поддержку от правительства?",Neutral
"Я бы так не смогла,мне кажется за неделю курица приедается до не могу🤭🙁",Negative
Какая забавная байка. Почему то вспомнился анекдот про миллионера продающего яблоки.,Neutral
"Милион доларов, на обеспечение детей, хорошой старости))), это конечно для хорошего начало)))",Positive
"Касаемо ""другого, всем известного банка"" - в сбере правда все так плохо с выгоранием и переработками? Подумывал туда пойти поработать",Neutral
"Есть легенда, что в туалете одной из питерских коммуналок на стене висела записка «несцы напл»",Neutral
"Как распознать добросовестного, а главное квалифицированного врача! Как выбирать врачей, больницу! Как посещать больницу, без затрат, либо с минимальными затратами!",Neutral
"А вы тоже ожидали немного другой ""Кремль"" в 5 минутах ходьбы?",Neutral
"До сих пор проигрываю с ""Государыня, к Вам граф Орлов, с визитом!""",Negative
"Почему, ну почему большинство людей ставит хололильник в противоположный от раковины угол на максимально дальнем от нее расстоянии? Я знаю огромное количество планировок квартир и кухонь, сама 25 лет прожила в хрущевке и такого извращения не понимаю.",Neutral
"По опыту, складывается все наоборот, теми детьми что восхищались, стали не пойми кем.

Если хочешь рассмешить Бога, расскажи ему о своих планах.",Negative
"Человек со звёзды, Силачка До Бон Сун, Мой призрак, 49 дней,Я слышу твой голос,Она видит запахи.",Neutral
"Добрый день, Мила. 
Подскажите, нострифицировали ли вы диплом? Сколько времени заняла нострификация диплома (если вы подавались 9.11.23 - когда получили ответ). 
Получили ли вы ВНЖ по таланту? Дайте обратную связь со сроками, пожалуйста.
Спасибо",Neutral
"Ну, во-первых, зп выплачивают не для закрытия года, а чтобы не допустить просрочек на январских праздниках, т.к это грубейшее нарушение ТК. А, во-вторых, вы не научились финансовому планированию, а виноват работодатель? Вы себя то слышите? Инфантилизм высшей степени.",Negative
"Интересно! А сколько примерно по калориям выходит Ваш типичный рацион в день? Из того, что Вы написали.",Neutral
"А я на Linux сижу, и не использую Windows, не использую MacOs. Чувствую себя нормально",Neutral
"Автор, а почему не подаётесь предпринимателем в Словакию? Вы вроде бы по типу как раз предприниматель, плюс накопления есть на первое время.",Neutral
"Ну съездить в Дубай без знания английского - задача конечно сложная, но Вы справились))))

""После той поездки я поняла что не обязательно знать английский, что бы путешествовать по свету."" - ну можно в принципе не уметь разговаривать, ездить же не мешает)",Neutral
Моя дочь студентка ей платила бабушка деньги год.теперь бабушка соседка сказала больше не будет платить т.к оформляет родственника но она может всё равно не отказываться т.к будет идти стаж,Neutral
"А зачем трехлетку отдавать в сад. Это слишком рано, им необходим дом и домашнее тепло. Общение со сверстниками он получит на разных развивающих занятиях в детском центре. Но при учете,  если есть неработающая мама или бабушка. На худой конец няня.",Neutral
"Если вы имеете доход в пересчете на одного члена семьи менее прожиточного минимума вашего региона -только тогда имеете право на субсидию Всё! 
Иначе отказ, даже если на 5 рублей больше будет.
В сатье нет ни слова об этом.",Negative
"Спасибо за интересную статью.А как обстоят дела с пенсионерами, можно остаток жизни провести в Омане?",Positive
"«На последний известный адрес», а если вообще никакой адрес неизвестен, куда направлять претензию?",Neutral
"Мы в России живем, какой глэмпинг, какой мамай, какой чиптрип. Учите русский, а потом начните заниматься чем-либо. Как будто не в России а в шотландском захолустье.....",Negative
"У меня муж однажды смеялся, мне лень было готовить и я приготовила пирожки с луком и яйцом🤣 Просто блюда из выпечки для меня почему-то считаются очень лёгкими.",Positive
"Есть несколько  вещей, которые вот просто жизненно необходимо иметь определенного уровня: смартфон и ноутбук (ноут также нужен для работы). Кофе из кофемашины (без него не просыпаюсь). Сумки, которые использую часто. Из эмоционального,  люблю тратиться на подарки друзьям и близким, посиделки, угощения, атмосферу праздника, в общем.",Neutral
"Смотря что вы там напишите) Если будет много работы и кота, то хотелось бы, а если сплошные кружки детей, прогулки и готовка, то мне неинтересно.",Neutral
"Сеул - чудесный город для учебы. 
Я тоже училась по гранту корейского правительства. 
Правда я читала, что второй раз по ней нельзя поехать учиться, а Ольга говорит о том, что училась в Магистратуре и Аспирантуре, для этого должны быть какие-то специальные условия?",Neutral
"Никогда не работал в найме и
Никогда не рассчитывал на отпускные, пособия, премии.  

Поэтому Не понимаю подобных проблем большинства людей)",Neutral
"Самат, как правильно учиться программированию? Например, я хочу стать фронд-энд разработчиком. Беру кредит и покупаю дорогой годовой курс. Так норм или я просто потеряю год жизни?",Neutral
"какой ужас в статье описан, как будто в нетуристическом Египте находишься",Negative
"У меня самая дорогая игра в коллекции - Серп. Тогда стоил порядка 6к, когда я его покупал (а это лет 6 назад).
А так - Рик и Морти ""Всмортить всё"".",Neutral
"Сначала пишете, что на две программы не прошли, потом уже вдруг прошли на все.",Negative
"Я перечитала 2 раза вашу статью и искренне не понимаю, зачем при таком тяжёлом финансовом положении третий ребёнок 🤔",Negative
"Последний раз ела колбасу в Италии, и то только потому что там в составе было указано 90% мясо, глазам своим не поверила, но местные говорили что это действительно правда",Neutral
Вообще ноль реакции. Никак не пугает и не отталкивает. Зато испытываю лютое отвращение к крыльям бабочек и вообще к самим бабочкам,Negative
"Скажите, а как вы с b1 работаете на американскую компанию? Как прошли собес? Компания не требовала стабильного разговорного уровня изначально?",Neutral
"Вот что только не давала своей кошке ( с улицы взяла ) , остановилась только на вискасе , и на сыром мясе . . Больше ничего не ест .",Neutral
Разница в ценах на BlackVue в DNS и на Яндекс. Маркете впечатлила.,Positive
"Помогает некоторая осознанность: если ты у тебя есть календарик под рукой, и ты в курсе, что это не мир сошел с ума, и все нарочно хотят тебя обидеть или выбесить, а просто гормончики шалят, то становится легче )",Positive
"Кто больше и раньше. В целом хотелось бы увидеть структуру дохода, пока что ничего не понятно, но очень анонимно.",Neutral
"Найдите ему хорошую работу, например, по 100 тысяч рублей в месяц если будет заработок, то в течении 3-4 месяцев сможет вернуть!",Positive
"Что?! Автор, вы почитали бы закон. Не могла мать оформить на себя по гендоверенности. Судитесь",Negative
"это не просто возможно, в странах развитого капитализма это на самом деле самый частый путь в долларовые миллионеры, да и в Москве такая прослойка людей уже начала появляться",Positive
"я готов переплатить, чтобы не жить в частном доме, даже который не требует ремонта",Negative
"Если бы наша полиция охраняла граждан так же как государство, а с преступниками боролась так же усердно как с опозицией, то мы был жили в совсем другой стране.",Negative
"Подскажите, пожалуйста, если я хочу подать вычет на лечение и на ИИС за 2019, то это нужно делать одновременно? Или можно подать ИИС в феврале, а лечение позже?",Neutral
П***ц ! И при таких талантах я беден как церковная мышь !?,Negative
"Спасибо за статью,Вы заслуживаете уважения.Мало людей,которые бескорыстно помогают беззащитным животным.Готовы тратить личное время,финансы на приютских собак.Надо больше рассказывать о волонтёрах,делать социальную рекламу на ТВ.Может тогда  мы выйдем из средневековья в отношениии к бездомным животным.",Positive
"Довно хочу эту кредитную карту Тинькофф Платинум. Читая и изучая карту, лучшие условия пока     только у Тинькофф Банка. Надеюсь если банк одобрит кредитную карту Тинькофф Платинум,буду пользаваться только ей.",Positive
"Забавно как вы удивлялись фурам, грунтовке и полузаброшенным деревням. Я так понимаю вы впервые выехали на авто загород?",Neutral
"Из опыта моих знакомых: есть смысл сначала найти работу. Отправлять ответы на вакансии и проходить собеседования можно удаленно. Серьёзные компании возьмут на себя процесс переезда и легализации, это в миллион раз облегчит вашу задачу.",Positive
"А почему в поле с зарплатой нельзя ввести семизначное число?
Пофиксите плиз",Neutral
"Прибалктика (как и финка) это скорее чисто Питерский сценарий развития карьеры. 
п.с. у нас около половины людей не имеют высшее образование, кандидатов наук примерно 0,4%, а уж тех кто метит на докторку... :(",Negative
"Подписана на Евгению в Инстаграм:шустрая дама,успешный успех,занимается субарендой, флиппингом,посуткой,хоумстейджинга,ремонтами и курсы Продает,как заработать на недвижимости.
  Интересно,какая цена за м2 в купленной студии?и чем руководствовалась героиня,когда за такую цену можно купить свою единоличную студию и добавить несколько сотен тысяч рублей на ремонт?",Neutral
"В 90-е был свой бизнес, иначе было не выжить или пришлось бы челночить. Наелась. Теперь только пассивный доход.",Neutral
"Вы спрашиваете совета, но почти ничего не рассказали о себе подробнее, чтобы люди могли точнее давать вам советы.
А вы уверены, что вы именно стеснительный? Может быть, вы просто ленивый и пассивный?",Negative
"т.е. это... щас посчитаю... вы МНОГО работаете, не отдыхаете настолько, что нет сил заглянуть в конверт - и ваша зп при этом ... 40 тысяч? да еще в конверте????? хихи. Да я чет даже пожалеть не могу.",Negative
"А можно поподробнее про бандитов?
А то многие продолжают жить в иллюзиях про якобы ушедший беспредел 90-х",Neutral
"Нажала 62%, потому что доверяла своим родителям в подростковом возрасте и не думала, что по статистике все иначе и так плачевно. Даже, когда мои родители меня не понимали, они все равно защищали и старались помочь, поэтому я всегда знала, что я не одна. И все рассказывала им.",Neutral
"Заполярье - это прекрасное место,бывал в далекие 80-е ,походил по тундре. Очень печально смотреть на умирающий север.",Neutral
"Сейчас на маркетплейсе каждый второй хочет заработать, что можно на 500 тыс., руб.  сделать, арендовать на 10 лет гектар земли и выращивать тюльпаны на 8 Марта.",Neutral
"Здравствуйте уважаемая Ольга! Огромное Вам спасибо за познавательную статью или рассказ я безмерно благодарен Вам прочитал всё, очень приятно от прочитанного, что есть такие люди а ВЫ красавица. Здоровье и процветание.",Positive
"Я думаю, вы та самая любимая учительница для очень многих ваших учеников 👍",Positive
"Нельзя кормить сосисками или готовой с нашего стола едой - и-за соли в этих продуктах. Кошачья мочевая система устроена так, что концентрирует мочу, так что из-за солей будут камни образовываться.",Negative
"Занятия боксом реально спасли мне жизнь. Однажды ко мне в дом вломились неизвестные бугаи, а я в это время был на тренировке.",Positive
"А зачем вы впутываете сюда политику? Не согласны они. Надеюсь до конца жизни будете холопами у европейцев, мыть им туалеты и подносить еду.",Negative
"""Например, вы арендовали у физлица под офис нежилое помещение с арендной платой 100 000 ₽ в месяц...""
Интересно, а разве физ. лицо (без оформления ИП) имеет право сдавать в аренду коммерческую недвижимость?",Neutral
"Однозначно, накопления и обязательное инвестирование.
Деньги должны работать,
Сложно откладывать?
Ведите учет своих расходов, начните  экономить.",Neutral
"Букмейт, от того же Яндекса с книгами.У меня старшая дочь увлеклась Таней Гроттер  в аудиокнигах",Neutral
"Какая вы умница! Спасибо за историю. Самообман все же иногда полезная функция, сама пользуюсь)",Positive
"Один из лучших обзоров за последнее время,что читал об компании,спасибо Автору.",Positive
"""Криминальная Россия"" и ""Следствие вели..."" обожаю до сих пор!
Именно с них началось увлечение тру-краймом)
В ""Криминальной России"" очень цепляющими были выпуски про наркотрафики, преступные схемы, аферы и контрабанду. Хорошо помню серию, где вёлся репортаж с места операции по раскрытию клофелинщиц",Positive
"Молодцы! 🙂
Т.к. сам очень люблю горький шоколад, давно были мысли организовать подобное, но прочитал статью и оказывается это довольно сложно по сравнению с моим текущим занятием.
Спасибо 🙏 за интересную статью!",Positive
"ничего не понятно, но очень интересно © 

особенно заинтриговало ""преобрестение"" и платёж 100 (сто) рублей ))

это чо, реклама Сбера? ну так бы и писали сразу",Neutral
"бла бла бла - цены значит все пишут и ни один автор не написал свои зарплаты. И правда, как понять ваши статьи Тинькофф журнал. Без сопоставимости зарплат и трат невозможно понять, дорого, нормально или дешево жить в Сан Франциско! Хоть бы в одной статье потребовали указать зарплаты авторов, редакция!",Negative
А такая функция реверса картинки в промат уже есть или ещё нет?),Neutral
"Кредиты - мой самый страшный грех. С которыми я планирую побыстрее рассчитаться, чтобы обрести финансовую свободу.",Negative.
"Не напрягайтесь.
Это только в некоторых, богатых регионах работает. В нашей Мурманской области, компенсации до 100% положены только малоимущим, у кого доход меньше 15000 на человека. Остальным - хрен.",Negative
"""Как бы вы поступили на моем месте?""
1. Начал бы с написания бизнес-плана.
2. Составил бы длинный список вопросов начинающихся с ""А что если..."".
3. Ответил бы на них.",Neutral
"Результат 2 из 9. Я ничего не знаю об экономии. Полнейшая чушь. Я как раз таки профессор в этом. Конкретно в тесте описываются явно те люди, которые живут ниже официальной черты бедности в новое время.",Negative
"Интересный текст. Скажите, пожалуйста, какие ограничения есть по чекам на стройматериалы, предоставляемым банку для первоначального взноса? Например, мы оплатили бетон и арматуру в июле (сделали фундамент), а ипотеку на достройку получаем в сентябре. Такая разница в сроках допустима? И нужны ли обязательно товарные чеки, или достаточно кассовых?",Neutral
"Ваш прорицатель Павел
План намечен, бюджет составлен, только вперёд!  - и ведь это действительно так и есть!",Positive
"Фигня эта  AI - нифига не умеет увеличиваю... Мелкие фото круче увеличенный....
Проклятый народец, эй государство... Подарите платный аккаунты... Понаделали себе 5 паспортов, типо всё купит себе могут.... Нет бы аки по человеческой цене продали бы.",Negative
"Как ликбез прикольно, как на практике - давно понятно, что в этой стране власть не думает об экономическом росте. Ее цель - сохранить себя.",Negative
"Удивительно, но на дорогах снижение количества такси не заметно, по-прежнему их целые стаи на дорогах в любое время суток.",Neutral
Отвечал и климат потеплее и пейзажи морские нажимал!!! Красноярск говорит вам подходит!!!))),Positive
"Есть интересное предложение для московских и подмосковных операторов мфц) совершенно законно можно увеличить вашу зарплату в несколько раз, всего лишь имея доступ к госуслугам...",Positive
"Конечно, боюсь. Приходишь, понимаешь, что страхи устарели, лечат-чистят-проверяют, уходишь. И опять хорошее забывается, опять начинаешь бояться. Хотя сейчас больше пугает счет, чем боль от процедуры. Тем более что моя стоматолог очень аккуратно работает, даже анестезирующий укол ставит безболезненно.",Negative
"А я похвалю письмо автора.  Живу в другом регионе, думается, зачем мне Кемерово. Но нет, дочитал до конца с увлечением. Желаю не останавливаться. В этом деле главное упорство!!!!",Positive
"В порядке: 0 категорий
Здесь вы молодец, продолжайте в том же духе!",Positive
"Знаю очень много военных в Москве, но впервые слышу о таком зарплате до 30 лет.",Neutral
"Отличная когтеточка и предмет интерьера, аналогов такого качества в России нет. Пользуемся и очень довольны и я , и моя кошка.",Positive
"Воздух должен быть чище, а люди ответственнее. 
Благим делом занимаетесь, спасибо вам)",Positive
"прокачка уровня с А2 до С1 за 4 месяца выглядит неправдоподобно, даже если по 10 ч в день заниматься. в любом случае было бы интересно узнать про подготовку, втч про распределение времени.",Neutral
"В нынешних реалиях не будет магистратуры толком, а будет как раньше: школа, ПТУ/Колледж и ВУЗ с 5< обучения. Таким темпами, я думаю, у нас могут отменить ЕГЭ - потому что надобности в нем уже не увидят, денег кто хотел уже давно получил.. и вообще «это происки Запада».",Neutral
"«Отличная стрижка! У моей бабушки такая же» - ну если заняться нечем, то можно и тут накопать говна, а по факту бабуля ведь м.б. просто очень стильной.",Neutral
"Привет!
А не рассматривали канал в телеграмме по аналогии с личной страницей в вконтакте? Некоторые заводят свой личный канал там, но стрельнет или нет предсказать нельзя. К сожалению не знаю основную аудиторию экскурсий, может они не пользуются телеграммом(

Рыбинск очень красивый и уютный)",Neutral
не пробовали сухой шампунь для объема от Тиджи? на моём опыте он лучший,Positive
"Хм, а у меня вот как раз получается, что при включении VPN я вижу пользователей из соответствующей страны, а не из России",Neutral
"Вот вам пример про врача флеболога,так уж вышло ,что у меня варикоз и про эту болезнь я уже могу написать кандидатскую диссертацию,не меньше.И вот по ОМС меня почти кладут на операция Спрашиваю подробно врача, оказывается будут делать разрезы,а не лазером,более травматичная операция,риски осложнений.Естественно бежал оттуда.",Negative
"Несколько лет назад пожилым родственникам в новогоднюю ночь петарда выбила стекло (2 этаж), загорелась занавеска. Повезло дважды - они были дома и  вовремя проснулись. Отделались испугом, и тётя смогла поставить долгожданный стеклопакет)",Negative
"Ксения, Вы молодец! Мне очень нравятся ваши обложки, я всегда думала, что это чистая работа в Фотошопе. А оказалось гораздо лучше - реальное фото)))",Positive
"Завидую людям ,которые могут уехать в Турцию и долго жить, я жил год в Сербии, полгода в Болгарии, семь месяцев в Израиле, два месяца в Корее, что то нигде не захотелось остаться, наверное мог бы жить только в Сербии ,в смысле до смерти",Negative
"Прочитала и как будто по Риму прогулялась снова, спасибо вам большое. Обожаю Италию.",Positive
"Evgenia Posylkina, а вы не пробовали другие продукты от huggee? Тоже понравилась их пенка, удивил эффект при такой средней цене)",Positive
"Фальшь, ложь, двуличие, а самое страшное для меня - это предательство.",Negative
"Как всегда классный выпуск)) Но почему не отметили, что девочка Варя занимается ну.. не самым хорошим делом, граничащим с мошенничеством.",Positive
"Я стал больше тратить (по своим меркам, а в целом я все равно довольно экономный), меньше инвестировать (и больше спекулировать), стал больше открывать рублевых вкладов.",Neutral
"Почему Вы не рассматриваете вариант оплачивать маткапиталом дополнительное образование ребенка (скоро будет актуально, и так можно), вместо того, чтобы плодить мутные схемы и создавать на ровном месте проблемы с незначительными долями в недвижимости, к которой никакого отношения иметь не будете?",Negative
Фруктово-ягодное мороженое в картонном стаканчике за 10 копеек. Кусок сахара с прилипшим табаком в  подарок из кармана одноногого деда-ветерана. Табак отряхнул и .... Вкуснее ничего не было.))),Positive
"Т.е. на приемного ребенка приходит 7+18+35 = 60 тыс.р. в месяц?
Может быть 35 тыс.р. - это годовая единоразовая выплата? А то щас все побегут опекунство оформлять",Neutral
